Thread_0 	 8 	          7.758476774
Thread_1 	 8 	          7.442246509
IST-16.jpeg 	          0.936278893
IST-15.jpeg 	          0.954112708
IST-14.jpeg 	          0.988904673
IST-13.jpeg 	          0.887122794
IST-12.jpeg 	          0.972700671
IST-11.jpeg 	          0.960152152
IST-10.jpeg 	          0.970045008
IST-9.jpeg 	          0.949439231
IST-8.jpeg 	          0.991849083
IST-7.jpeg 	          0.910207948
IST-6.jpeg 	          0.928901800
IST-5.jpeg 	          0.913119109
IST-4.jpeg 	          1.043309783
IST-3.jpeg 	          0.956868985
IST-1.jpeg 	          0.925844170
IST-2.jpeg 	          0.910653594
total 	          7.792640087
