Thread_0 	 16 	         13.131338444
IST-16.jpeg 	          0.791660328
IST-15.jpeg 	          0.813228355
IST-14.jpeg 	          0.796763127
IST-13.jpeg 	          0.835611911
IST-12.jpeg 	          0.835239240
IST-11.jpeg 	          0.791686732
IST-10.jpeg 	          0.804366656
IST-9.jpeg 	          0.793430548
IST-8.jpeg 	          0.830947918
IST-7.jpeg 	          0.836718712
IST-6.jpeg 	          0.811999929
IST-5.jpeg 	          0.818200631
IST-4.jpeg 	          0.800921456
IST-3.jpeg 	          0.866978814
IST-2.jpeg 	          0.867150784
IST-1.jpeg 	          0.835325676
total 	         13.164257278
