Thread_0 	 3 	          6.630814761
Thread_1 	 1 	          4.848599688
Thread_2 	 3 	          6.832028314
Thread_3 	 3 	          6.792373922
IST-9.jpeg 	          2.029248412
IST-8.jpeg 	          2.016019773
IST-7.jpeg 	          2.026862700
IST-3.jpeg 	          4.847937092
IST-6.jpeg 	          1.950519153
IST-5.jpeg 	          2.126248401
IST-4.jpeg 	          2.047501165
IST-1.jpeg 	          2.851227843
IST-0.jpeg 	          2.649704596
IST-2.jpeg 	          2.555473083
total 	          6.878056421
